Ip,Ton,Toff,Vs,MRR,SR,Surrogate
20,112,60,228,8.062251091003418,2.087848424911499,ANN
20,110,58,229,7.874727725982666,1.9686951637268066,ANN
23,114,60,230,8.40029525756836,2.4858314990997314,ANN
25,111,60,235,8.441380500793457,2.5045971870422363,ANN
30,112,60,231,8.59447956085205,2.682319164276123,ANN
30,114,50,234,8.773882865905762,2.9478514194488525,ANN
20,113,60,229,8.110148429870605,2.138169288635254,ANN
20,110,58,231,7.891922473907471,1.9704957008361816,ANN
23,111,60,230,8.292524337768555,2.352030038833618,ANN
26,111,60,232,8.474939346313477,2.549229383468628,ANN
20,111,59,233,8.005805015563965,2.03132700920105,ANN
30,116,60,237,8.687620162963867,2.8273873329162598,ANN
30,111,60,233,8.560469627380371,2.6353535652160645,ANN
30,114,60,237,8.67905044555664,2.7828338146209717,ANN
20,114,60,232,8.1553373336792,2.1782710552215576,ANN
30,116,50,237,8.789088249206543,2.997715950012207,ANN
22,112,60,231,8.267091751098633,2.3114051818847656,ANN
27,111,60,235,8.523165702819824,2.6065735816955566,ANN
20,112,60,236,8.103082656860352,2.106201648712158,ANN
20,110,60,231,7.989787578582764,1.9815346002578735,ANN
30,114,50,238,8.781886100769043,2.9636282920837402,ANN
30,110,60,234,8.514857292175293,2.5852816104888916,ANN
20,111,60,228,8.015571594238281,2.0331737995147705,ANN
29,113,60,231,8.614787101745605,2.7180521488189697,ANN
27,110,60,232,8.453413009643555,2.534593105316162,ANN
26,112,60,234,8.528432846069336,2.6143124103546143,ANN
30,111,60,231,8.55320930480957,2.6281983852386475,ANN
20,110,59,228,7.902019500732422,1.9716352224349976,ANN
30,115,50,234,8.78194522857666,2.9827795028686523,ANN
20,112,60,232,8.095573425292969,2.0918960571289062,ANN
30,113,50,231,8.732132911682129,2.8973755836486816,ANN
22,114,60,234,8.349284172058105,2.4034361839294434,ANN
22,113,60,233,8.315185546875,2.3616011142730713,ANN
28,112,60,231,8.570497512817383,2.6730527877807617,ANN
30,114,50,237,8.780065536499023,2.959684133529663,ANN
20,110,58,221,7.742326259613037,1.9621058702468872,ANN
20,110,58,222,7.765708923339844,1.9628382921218872,ANN
30,115,60,233,8.680191040039062,2.802506923675537,ANN
20,110,58,223,7.788615703582764,1.9635707139968872,ANN
21,113,60,229,8.19920825958252,2.247903347015381,ANN
21,112,60,230,8.173080444335938,2.2009503841400146,ANN
24,111,60,232,8.369197845458984,2.4354441165924072,ANN
23,113,60,235,8.3927001953125,2.4654343128204346,ANN
20,112,60,230,8.084569931030273,2.089872360229492,ANN
20,113,60,233,8.137747764587402,2.1424734592437744,ANN
30,115,50,235,8.783629417419434,2.9862403869628906,ANN
22,112,60,240,8.285775184631348,2.3463611602783203,ANN
21,113,60,233,8.226675987243652,2.2527270317077637,ANN
29,113,50,231,8.720352172851562,2.8904950618743896,ANN
22,111,60,239,8.240753173828125,2.2868735790252686,ANN
23,110,60,234,8.265517234802246,2.301976203918457,ANN
30,114,60,233,8.669416427612305,2.767202138900757,ANN
30,116,60,234,8.683929443359375,2.8171050548553467,ANN
21,111,60,238,8.15089225769043,2.1721081733703613,ANN
23,114,60,232,8.411858558654785,2.4881699085235596,ANN
21,111,60,236,8.149506568908691,2.1631345748901367,ANN
30,112,60,233,8.601458549499512,2.6893599033355713,ANN
29,110,60,231,8.49502944946289,2.570136547088623,ANN
30,113,60,234,8.639059066772461,2.732879161834717,ANN
21,113,60,231,8.215672492980957,2.2496204376220703,ANN
20,110,60,230,7.981622695922852,1.980522632598877,ANN
20,110,59,231,7.932823657989502,1.974116325378418,ANN
30,112,60,235,8.606881141662598,2.697324752807617,ANN
29,111,60,230,8.532878875732422,2.621600866317749,ANN
20,111,60,240,8.061656951904297,2.0692105293273926,ANN
30,113,50,233,8.738411903381348,2.9034061431884766,ANN
22,113,60,238,8.323782920837402,2.3830268383026123,ANN
30,110,60,232,8.510096549987793,2.5773987770080566,ANN
29,114,60,232,8.653790473937988,2.759273052215576,ANN
20,110,59,229,7.914966106414795,1.9724622964859009,ANN
20,110,60,240,8.005534172058105,2.0142719745635986,ANN
20,113,60,230,8.120365142822266,2.1390278339385986,ANN
29,114,50,231,8.751348495483398,2.930267333984375,ANN
30,112,50,233,8.701664924621582,2.862839937210083,ANN
25,111,60,234,8.437417030334473,2.50060772895813,ANN
20,110,59,233,7.949030876159668,1.9766497611999512,ANN
30,112,60,237,8.611822128295898,2.705289602279663,ANN
22,114,60,231,8.331998825073242,2.3950631618499756,ANN
30,113,60,237,8.647123336791992,2.7446815967559814,ANN
24,111,60,231,8.364349365234375,2.4336671829223633,ANN
25,110,60,234,8.384966850280762,2.445277452468872,ANN
20,110,58,225,7.8215484619140625,1.9650938510894775,ANN
30,110,60,236,8.51951789855957,2.5931642055511475,ANN
20,110,58,224,7.805082321166992,1.9643031358718872,ANN
21,111,60,234,8.148120880126953,2.154160737991333,ANN
22,113,60,231,8.304182052612305,2.3579177856445312,ANN
20,110,60,233,8.003570556640625,1.984203577041626,ANN
29,112,60,230,8.572964668273926,2.6763930320739746,ANN
21,114,60,233,8.253653526306152,2.2904727458953857,ANN
25,111,60,232,8.425524711608887,2.4936020374298096,ANN
26,111,60,234,8.48713207244873,2.5572710037231445,ANN
29,113,60,232,8.621261596679688,2.7208240032196045,ANN
22,111,60,234,8.23814868927002,2.2642953395843506,ANN
30,113,60,231,8.627392768859863,2.72194766998291,ANN
30,112,50,236,8.709747314453125,2.874751329421997,ANN
30,114,60,232,8.664649963378906,2.763294219970703,ANN
20,111,60,237,8.059577941894531,2.0557501316070557,ANN
20,111,60,239,8.060964584350586,2.0647237300872803,ANN
20,110,60,228,7.95733118057251,1.978498935699463,ANN
25,110,60,235,8.388631820678711,2.449274778366089,ANN
20,112,60,234,8.102032661437988,2.0972280502319336,ANN
30,112,50,238,8.713052749633789,2.8826920986175537,ANN
21,112,60,236,8.193798065185547,2.2180728912353516,ANN
22,112,60,233,8.278096199035645,2.315192461013794,ANN
20,110,60,229,7.9713358879089355,1.97951078414917,ANN
20,112,60,240,8.105181694030762,2.1241488456726074,ANN
29,111,60,232,8.545312881469727,2.625730276107788,ANN
30,113,50,235,8.743799209594727,2.9113471508026123,ANN
22,113,60,235,8.322208404541016,2.3700265884399414,ANN
22,112,60,234,8.28342056274414,2.3194220066070557,ANN
26,111,60,235,8.493228912353516,2.5615999698638916,ANN
20,110,58,226,7.835488796234131,1.965994119644165,ANN
20,110,60,236,8.004411697387695,1.9963247776031494,ANN
23,110,60,233,8.259613990783691,2.297621250152588,ANN
30,110,60,231,8.506943702697754,2.5747439861297607,ANN
27,110,60,231,8.448463439941406,2.532588481903076,ANN
20,111,60,231,8.046563148498535,2.0362095832824707,ANN
20,112,60,229,8.075759887695312,2.088860511779785,ANN
22,114,60,232,8.338942527770996,2.3960700035095215,ANN
20,112,60,239,8.104657173156738,2.119662284851074,ANN
25,110,60,233,8.379450798034668,2.441279888153076,ANN
30,114,50,231,8.762493133544922,2.9376907348632812,ANN
30,115,60,237,8.686502456665039,2.817275285720825,ANN
21,112,60,232,8.184083938598633,2.2029740810394287,ANN
30,114,50,232,8.769182205200195,2.94054913520813,ANN
27,110,60,234,8.462641716003418,2.5433292388916016,ANN
20,110,60,237,8.004693031311035,2.0008115768432617,ANN
29,112,60,231,8.582488059997559,2.6778392791748047,ANN
30,113,50,238,8.75070858001709,2.9232583045959473,ANN
30,111,60,235,8.566071510314941,2.6436052322387695,ANN
20,113,60,231,8.126779556274414,2.1398863792419434,ANN
23,113,60,234,8.390783309936523,2.4610557556152344,ANN
20,110,58,228,7.861694812774658,1.9677947759628296,ANN
20,110,58,227,7.8485918045043945,1.966894507408142,ANN
20,111,60,229,8.028529167175293,2.0341856479644775,ANN
30,113,60,232,8.63325309753418,2.725010871887207,ANN
23,112,60,235,8.356799125671387,2.4214251041412354,ANN
30,112,50,231,8.695679664611816,2.8570475578308105,ANN
20,113,60,232,8.13266372680664,2.140744924545288,ANN
30,113,50,234,8.741105079650879,2.907376527786255,ANN
30,113,50,230,8.722742080688477,2.894490957260132,ANN
21,112,60,240,8.195897102355957,2.2359626293182373,ANN
24,110,60,235,8.329534530639648,2.3878180980682373,ANN
21,112,60,231,8.178582191467285,2.2019622325897217,ANN
20,111,60,233,8.056376457214355,2.0388810634613037,ANN
30,114,60,236,8.676642417907715,2.778925895690918,ANN
21,112,60,234,8.192748069763184,2.209099292755127,ANN
21,113,60,234,8.230968475341797,2.256523370742798,ANN
21,113,60,230,8.210169792175293,2.2487618923187256,ANN
25,111,60,231,8.419577598571777,2.4918277263641357,ANN
21,111,60,233,8.145501136779785,2.1502749919891357,ANN
20,111,60,230,8.039047241210938,2.0351974964141846,ANN
23,114,60,233,8.415953636169434,2.4914236068725586,ANN
22,114,60,235,8.35142707824707,2.4080018997192383,ANN
29,114,60,233,8.657491683959961,2.76320743560791,ANN
26,111,60,231,8.467814445495605,2.5472412109375,ANN
